%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1616790935924875980,283,1616790935867764950,map,-1.16524400126,-2.25463040283,0.0,0.0,0.0,0.686268127694,0.7273486488,0.0181435264115,-0.00368456096593,0.0,0.0,0.0,0.0,-0.00368456096593,0.089815992154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562839240437
1616790937859581826,284,1616790937801121950,map,-1.16161061746,-2.19005914018,0.0,0.0,0.0,0.490158072425,0.871633560641,0.0149241127815,0.0042171951272,0.0,0.0,0.0,0.0,0.0042171951272,0.0851957332144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0498262395638
1616790940524708196,285,1616790940467243671,map,-1.09371291922,-2.08741971258,0.0,0.0,0.0,0.256908556632,0.966435716191,0.0212340832897,0.0119010293967,0.0,0.0,0.0,0.0,0.0119010293967,0.0826022489885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0507026921696
1616790941589765041,286,1616790941533756733,map,-1.06368258479,-2.04595342209,0.0,0.0,0.0,-0.0224682179432,0.999747557728,0.0326428703505,0.0137995136967,0.0,0.0,0.0,0.0,0.0137995136967,0.0609086691079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0411828463742
1616790943128714772,287,1616790943068215609,map,-1.04054941268,-2.01037395741,0.0,0.0,0.0,-0.309632968082,0.950856153725,0.0406010963617,0.00256734636656,0.0,0.0,0.0,0.0,0.00256734636656,0.0434690198159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0394912140014
1616790943522765936,288,1616790943466942787,map,-1.04083479933,-1.99423494406,0.0,0.0,0.0,-0.583408852034,0.812178620359,0.0370857267766,-0.00580867375519,0.0,0.0,0.0,0.0,-0.00580867375519,0.043530819304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427225243924
1616790943923929767,289,1616790943866840839,map,-1.06985494656,-1.95400042977,0.0,0.0,0.0,-0.795711747742,0.605675502646,0.0305485086715,-0.00628145257244,0.0,0.0,0.0,0.0,-0.00628145257244,0.0536980421977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043596746336
1616790944323334054,290,1616790944266870737,map,-1.1182639883,-1.9406328293,0.0,0.0,0.0,-0.929380896143,0.369122134103,0.0271132918177,0.0020946854151,0.0,0.0,0.0,0.0,0.0020946854151,0.0453708328653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312970494363
1616790944722297949,291,1616790944666839123,map,-1.18182711483,-1.94892104054,0.0,0.0,0.0,-0.997017880791,0.0771708842986,0.0324936772479,0.00963489895988,0.0,0.0,0.0,0.0,0.00963489895988,0.0402723655882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363680540739
1616790945123933553,292,1616790945066956520,map,-1.23586930946,-1.97513863821,0.0,0.0,0.0,0.975305679206,0.220859303878,0.0442065358001,0.00448317849248,0.0,0.0,0.0,0.0,0.00448317849248,0.0332157745904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0445165830274
1616790945589765374,293,1616790945533575535,map,-1.250972494,-1.97872549157,0.0,0.0,0.0,0.884899699026,0.465781625511,0.0453184106229,-0.00222067814998,0.0,0.0,0.0,0.0,-0.00222067814998,0.03286893582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476594018466
1616790946600639725,294,1616790946534582615,map,-1.23589838024,-1.97408709338,0.0,0.0,0.0,0.71500473435,0.699119610551,0.0361757610899,-0.00653081720198,0.0,0.0,0.0,0.0,-0.00653081720198,0.0451258664329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0532705294233
1616790947791464280,295,1616790947734684706,map,-1.20329881205,-1.94759544698,0.0,0.0,0.0,0.523974755118,0.851733794093,0.0308878778625,-0.00018113389776,0.0,0.0,0.0,0.0,-0.00018113389776,0.051373586707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0536071797306
1616790949123527896,296,1616790949067153454,map,-1.16839430758,-1.95589211264,0.0,0.0,0.0,0.311074603987,0.950385495867,0.0304107719095,0.00582959259649,0.0,0.0,0.0,0.0,0.00582959259649,0.0535839376356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0591660784349
1616790951789907071,297,1616790951733709097,map,-0.990469312974,-1.90214143097,0.0,0.0,0.0,0.168179142461,0.985756448643,0.0375511365707,0.00860014221328,0.0,0.0,0.0,0.0,0.00860014221328,0.0469988523031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0505086115132
1616790953589583562,298,1616790953533706427,map,-0.936759438683,-1.89057739839,0.0,0.0,0.0,-0.091262851812,0.9958268383,0.039070089962,0.00992766113118,0.0,0.0,0.0,0.0,0.00992766113118,0.0365670368198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385264324274
1616790954791192473,299,1616790954734753370,map,-0.926812444012,-1.86408409748,0.0,0.0,0.0,-0.344635845039,0.938736456261,0.0407663184714,0.000436530694323,0.0,0.0,0.0,0.0,0.000436530694323,0.0271652464491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337847527635
1616790955189597460,300,1616790955133536816,map,-0.926957635121,-1.85814943979,0.0,0.0,0.0,-0.60427427744,0.796776378681,0.0386196059301,-0.0086472478759,0.0,0.0,0.0,0.0,-0.0086472478759,0.0347922897302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037459031161
1616790955589683616,301,1616790955533356905,map,-0.950760414108,-1.88041791226,0.0,0.0,0.0,-0.812569103876,0.582864865493,0.0312467205621,-0.00681793098555,0.0,0.0,0.0,0.0,-0.00681793098555,0.0396279288127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333214401775
1616790956590028068,302,1616790956532787085,map,-0.991943450798,-1.90687169833,0.0,0.0,0.0,-0.817184774877,0.576375783416,0.0290786437382,0.00265631430786,0.0,0.0,0.0,0.0,0.00265631430786,0.038008861923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0299171365984
1616790956991885062,303,1616790956935995817,map,-0.974934690754,-1.90698910969,0.0,0.0,0.0,-0.60224873971,0.798308496459,0.0239020101813,0.00462656408126,0.0,0.0,0.0,0.0,0.00462656408126,0.0493311585205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345205299834
1616790957391622436,304,1616790957333611250,map,-0.959208092639,-1.90528479224,0.0,0.0,0.0,-0.341652923712,0.939826196549,0.0240625764176,-0.00334729442736,0.0,0.0,0.0,0.0,-0.00334729442736,0.0493389758106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0333234777025
1616790957790586372,305,1616790957734170675,map,-0.940427189606,-1.90705826811,0.0,0.0,0.0,-0.0468065789312,0.998903971445,0.0345673866096,-0.00817939279683,0.0,0.0,0.0,0.0,-0.00817939279683,0.0373151106993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396216021245
1616790958189001555,306,1616790958133649588,map,-0.920115198756,-1.91721490911,0.0,0.0,0.0,0.261582575912,0.965181100094,0.0444293807764,-0.00262607288626,0.0,0.0,0.0,0.0,-0.00262607288626,0.0303789987081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0415329647316
1616790958591522369,307,1616790958534351826,map,-0.920356687324,-1.92432281968,0.0,0.0,0.0,0.542446714126,0.840090210831,0.0439969204489,0.00791768062844,0.0,0.0,0.0,0.0,0.00791768062844,0.0336333327469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048714380026
1616790958992221045,308,1616790958935977697,map,-0.950157328864,-1.94348287457,0.0,0.0,0.0,0.772063509121,0.635545386171,0.0361015041085,0.00965429852772,0.0,0.0,0.0,0.0,0.00965429852772,0.0476844026141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0484927755947
1616790959390033349,309,1616790959333699226,map,-0.987401137605,-1.98699625897,0.0,0.0,0.0,0.924605092614,0.380927056945,0.0346437841556,-0.00184315573476,0.0,0.0,0.0,0.0,-0.00184315573476,0.0582847091422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0514145174198
1616790959789910557,310,1616790959733749866,map,-1.06780413475,-1.9921098139,0.0,0.0,0.0,0.994268630864,0.106910662142,0.0538453629948,-0.0115678749086,0.0,0.0,0.0,0.0,-0.0115678749086,0.0498590322973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0583065700819
1616790960190230802,311,1616790960134097815,map,-1.2191881942,-1.95491713091,0.0,0.0,0.0,-0.985088459169,0.172048619908,0.0640426607774,-0.0099886277573,0.0,0.0,0.0,0.0,-0.0099886277573,0.0407302630854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0552522211028
1616790960723310872,312,1616790960667109966,map,-1.27595332109,-1.93010064766,0.0,0.0,0.0,-0.888477907371,0.458919391738,0.0609481129747,0.0004354006992,0.0,0.0,0.0,0.0,0.0004354006992,0.03282770071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501335746156
1616790962058813620,313,1616790962000492811,map,-1.24923679544,-1.90716711957,0.0,0.0,0.0,-0.889848203606,0.456256698075,0.0527618851728,0.00238349570561,0.0,0.0,0.0,0.0,0.00238349570561,0.038439175102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0458926248835
1616790962456186974,314,1616790962400136948,map,-1.29766903424,-1.91204202968,0.0,0.0,0.0,-0.982013720021,0.188809569911,0.0539329553259,0.0060525798984,0.0,0.0,0.0,0.0,0.0060525798984,0.0337609225153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0408937072034
1616790962856187588,315,1616790962800496101,map,-1.34886678589,-1.93242017469,0.0,0.0,0.0,0.994029741925,0.109109450409,0.0603880890133,0.00583624280616,0.0,0.0,0.0,0.0,0.00583624280616,0.0269770917105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502807090175
1616790963256069338,316,1616790963199798822,map,-1.35455808963,-1.9327720995,0.0,0.0,0.0,0.91887834149,0.394540990951,0.0607678754983,-0.00088286001981,0.0,0.0,0.0,0.0,-0.00088286001981,0.0265920817223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0610786122073
1616790963992504444,317,1616790963936369181,map,-1.31258552703,-1.94152273677,0.0,0.0,0.0,0.767042322259,0.641596505496,0.0574804284762,-0.00320286731551,0.0,0.0,0.0,0.0,-0.00320286731551,0.0349643572737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0638289281467
1616790964790911090,318,1616790964733631372,map,-1.27263094718,-1.7015204379,0.0,0.0,0.0,0.688405725004,0.725325828701,0.052365392129,0.000969676179228,0.0,0.0,0.0,0.0,0.000969676179228,0.0405903292409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0802733207748
1616790965057078423,319,1616790964999887228,map,-1.1913765015,-1.48184674152,0.0,0.0,0.0,0.654392295213,0.756155224783,0.0484860738433,0.00594971604229,0.0,0.0,0.0,0.0,0.00594971604229,0.0506104278331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0733076151603
1616790965323878264,320,1616790965266750813,map,-1.13621960424,-1.25760995364,0.0,0.0,0.0,0.673372234969,0.739303613662,0.0475932801478,0.00842169518926,0.0,0.0,0.0,0.0,0.00842169518926,0.0552277006137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758703601881
1616790965591441269,321,1616790965534442425,map,-1.0985989667,-1.01954018489,0.0,0.0,0.0,0.690195811481,0.723622651535,0.0383847441451,0.00824400997572,0.0,0.0,0.0,0.0,0.00824400997572,0.0594252451977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0631769492258
1616790965857263598,322,1616790965800317049,map,-1.07826839597,-0.807101101904,0.0,0.0,0.0,0.707022010674,0.707191541537,0.0352656449441,0.0061623411172,0.0,0.0,0.0,0.0,0.0061623411172,0.0605812055493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0593227750622
1616790966259157873,323,1616790966200642109,map,-1.07566498759,-0.564515015087,0.0,0.0,0.0,0.742964199195,0.669331157735,0.0226696689823,0.00317295946555,0.0,0.0,0.0,0.0,0.00317295946555,0.0602045662242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579791134348
1616790966856730842,324,1616790966800279140,map,-1.11218598463,-0.328799788201,0.0,0.0,0.0,0.774991426257,0.631971747176,0.0245659445659,-0.000526537472014,0.0,0.0,0.0,0.0,-0.000526537472014,0.0580747077432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662827296779
1616790968126816523,325,1616790968067281485,map,-1.16867189414,-0.0895752691965,0.0,0.0,0.0,0.809833010019,0.586660460473,0.0248290440091,-0.00277522202006,0.0,0.0,0.0,0.0,-0.00277522202006,0.0542900284389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0633772891669
1616790969925435706,326,1616790969866530180,map,-1.1916782028,-0.0626866664037,0.0,0.0,0.0,0.944160372908,0.329486251958,0.0247528274142,-0.0082495162941,0.0,0.0,0.0,0.0,-0.0082495162941,0.0492858911015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0597151527135
1616790970523541659,327,1616790970466511965,map,-1.20343869642,-0.0833416485848,0.0,0.0,0.0,0.997406716459,0.071971118945,0.033326624373,-0.0136976185132,0.0,0.0,0.0,0.0,-0.0136976185132,0.0430582608868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054436530116
1616790971056100189,328,1616790970999872208,map,-1.22399699784,-0.0731573734844,0.0,0.0,0.0,-0.98595767319,0.166995409154,0.0417220228597,-0.00941008756271,0.0,0.0,0.0,0.0,-0.00941008756271,0.0390067629734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0436636353329
1616790971592628391,329,1616790971533487320,map,-1.20013536608,-0.0332504296,0.0,0.0,0.0,-0.903723572185,0.42811646205,0.0422036332678,0.00168608268788,0.0,0.0,0.0,0.0,0.00168608268788,0.0389755708197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0326882940783
1616790972389776158,330,1616790972333381653,map,-1.17650819337,0.0112787557454,0.0,0.0,0.0,-0.747263855726,0.664527448587,0.031189189378,0.00960617571863,0.0,0.0,0.0,0.0,0.00960617571863,0.0511942760152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034649218903
1616790975389790292,331,1616790975333992720,map,-1.23664552514,-0.139858695915,0.0,0.0,0.0,-0.904282602414,0.426934391883,0.0243690715396,0.0133879871413,0.0,0.0,0.0,0.0,0.0133879871413,0.0589230944155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386807554317
1616790975856893447,332,1616790975799337864,map,-1.38252389673,-0.19430133801,0.0,0.0,0.0,-0.989461770177,0.144794355411,0.0300152191951,0.0139503912562,0.0,0.0,0.0,0.0,0.0139503912562,0.0457221134656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316342598539
1616790976191274744,333,1616790976133227110,map,-1.65158044868,-0.219604564335,0.0,0.0,0.0,0.998565232756,0.0535488181968,0.042442704578,0.00894627105187,0.0,0.0,0.0,0.0,0.00894627105187,0.0304045187996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0372015228103
1616790976455680244,334,1616790976398669243,map,-1.89085720241,-0.161500868005,0.0,0.0,0.0,0.992324699074,0.123659579521,0.0465699726013,0.00189735998564,0.0,0.0,0.0,0.0,0.00189735998564,0.0227446135819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377659470361
1616790976726429105,335,1616790976667603254,map,-2.12488516342,-0.105770752606,0.0,0.0,0.0,0.997465403409,0.0711531376878,0.0497230250761,-0.000516824890863,0.0,0.0,0.0,0.0,-0.000516824890863,0.017906478739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0337811376402
1616790977003589415,336,1616790976935590029,map,-2.38135261609,-0.0680593294859,0.0,0.0,0.0,0.998546853088,0.0538904647224,0.0515476530808,-0.00322815077461,0.0,0.0,0.0,0.0,-0.00322815077461,0.0139752443079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332268658779
1616790977256311551,337,1616790977199504375,map,-2.63978409969,-0.0422063817133,0.0,0.0,0.0,0.999400488051,0.0346217342707,0.0550066415438,-0.00189937256238,0.0,0.0,0.0,0.0,-0.00189937256238,0.0102667706048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0360437726694
1616790977522459068,338,1616790977466760874,map,-2.88049432162,-0.0408372224071,0.0,0.0,0.0,0.999718707388,0.0237172110289,0.0649069625621,-0.00166291524922,0.0,0.0,0.0,0.0,-0.00166291524922,0.00891269556703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0330732024937
1616790977790779833,339,1616790977732976913,map,-3.12511500493,-0.0286980101599,0.0,0.0,0.0,0.999764928593,0.0216815025886,0.0673920885868,-0.00237749382411,0.0,0.0,0.0,0.0,-0.00237749382411,0.00755434181869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273500756927
1616790978189547570,340,1616790978133932352,map,-3.37170224279,-0.0148381022904,0.0,0.0,0.0,0.998826929296,0.0484227768002,0.073798921108,-0.00294150002409,0.0,0.0,0.0,0.0,-0.00294150002409,0.00648750664795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289669302493
1616790978789569585,341,1616790978733266115,map,-3.58217518471,0.0107426742604,0.0,0.0,0.0,0.99693450049,0.0782406654624,0.0743140406723,-0.00354896721322,0.0,0.0,0.0,0.0,-0.00354896721322,0.00618615520984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0280420385167
