%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.pose.position.x,field.pose.pose.position.y,field.pose.pose.position.z,field.pose.pose.orientation.x,field.pose.pose.orientation.y,field.pose.pose.orientation.z,field.pose.pose.orientation.w,field.pose.covariance0,field.pose.covariance1,field.pose.covariance2,field.pose.covariance3,field.pose.covariance4,field.pose.covariance5,field.pose.covariance6,field.pose.covariance7,field.pose.covariance8,field.pose.covariance9,field.pose.covariance10,field.pose.covariance11,field.pose.covariance12,field.pose.covariance13,field.pose.covariance14,field.pose.covariance15,field.pose.covariance16,field.pose.covariance17,field.pose.covariance18,field.pose.covariance19,field.pose.covariance20,field.pose.covariance21,field.pose.covariance22,field.pose.covariance23,field.pose.covariance24,field.pose.covariance25,field.pose.covariance26,field.pose.covariance27,field.pose.covariance28,field.pose.covariance29,field.pose.covariance30,field.pose.covariance31,field.pose.covariance32,field.pose.covariance33,field.pose.covariance34,field.pose.covariance35
1616790931723307982,270,1616790931667098999,map,-1.21284552722,-5.52657800874,0.0,0.0,0.0,0.703700884973,0.710496350792,0.0218330553598,0.0076274598123,0.0,0.0,0.0,0.0,0.0076274598123,0.0385105298272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470011376648
1616790931991411636,271,1616790931936630964,map,-1.21392381624,-5.26326135417,0.0,0.0,0.0,0.704892259817,0.709314388723,0.0157975016284,0.00355050583866,0.0,0.0,0.0,0.0,0.00355050583866,0.050415369648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454136672843
1616790932255053200,272,1616790932200305223,map,-1.22933045369,-4.98896560007,0.0,0.0,0.0,0.717261835651,0.696803745052,0.0139822845773,-0.000927684196099,0.0,0.0,0.0,0.0,-0.000927684196099,0.0601247380048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0460686578867
1616790932521768452,273,1616790932466839790,map,-1.24199710427,-4.69775215815,0.0,0.0,0.0,0.726535069145,0.687129386144,0.0133272176141,-0.00501519264739,0.0,0.0,0.0,0.0,-0.00501519264739,0.067504800588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0470411679497
1616790932789623108,274,1616790932733911753,map,-1.24639838906,-4.43096331395,0.0,0.0,0.0,0.724096501089,0.68969867124,0.0163581885816,-0.00738717165357,0.0,0.0,0.0,0.0,-0.00738717165357,0.0701724721033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0541167228666
1616790933057090768,275,1616790933000577688,map,-1.25152955053,-4.19194391978,0.0,0.0,0.0,0.718181011939,0.695856331501,0.0170512190615,-0.00655061419359,0.0,0.0,0.0,0.0,-0.00655061419359,0.072250836246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0511947760078
1616790933324053034,276,1616790933267548800,map,-1.23221072767,-3.96273427872,0.0,0.0,0.0,0.707907464105,0.706305190598,0.0190084072141,-0.0025921704255,0.0,0.0,0.0,0.0,-0.0025921704255,0.0756645126257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0562152696497
1616790933591199922,277,1616790933533401012,map,-1.20237220682,-3.73487541756,0.0,0.0,0.0,0.706797477185,0.707415949951,0.0199366600767,0.000290924088827,0.0,0.0,0.0,0.0,0.000290924088828,0.0810193552072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537625524301
1616790933864399942,278,1616790933800783157,map,-1.16823318798,-3.50938529751,0.0,0.0,0.0,0.690051770402,0.723760011444,0.0195955584855,0.00304382907973,0.0,0.0,0.0,0.0,0.00304382907973,0.0842059865692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048323312752
1616790934122268106,279,1616790934066867352,map,-1.13667469174,-3.2929261277,0.0,0.0,0.0,0.672510284408,0.740087776798,0.0179935044151,0.00365871406529,0.0,0.0,0.0,0.0,0.00365871406529,0.0886846212681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0483750503127
1616790934389662783,280,1616790934333574057,map,-1.10337992159,-3.05188962329,0.0,0.0,0.0,0.673838252044,0.738878887289,0.0182635633651,0.00482030726078,0.0,0.0,0.0,0.0,0.00482030726078,0.0980573201045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0522481396272
1616790934658447798,281,1616790934601014853,map,-1.10770496134,-2.82303651794,0.0,0.0,0.0,0.704367355283,0.709835635067,0.0186733077896,0.00487305901471,0.0,0.0,0.0,0.0,0.00487305901471,0.0963427796652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057293823783
1616790934925869358,282,1616790934867879868,map,-1.12993055518,-2.53219784604,0.0,0.0,0.0,0.724133379213,0.689659951795,0.0176372840274,8.94612897069e-05,0.0,0.0,0.0,0.0,8.94612897064e-05,0.0918599103551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0535058312769
